#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Might and Magic - Gates to Another World (USA, Europe);Might and Magic - Gates to Another World (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mighty Morphin Power Rangers (USA);Mighty Morphin Power Rangers (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mighty Morphin Power Rangers - The Movie (USA);Mighty Morphin Power Rangers - The Movie (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mike Ditka Power Football (USA, Europe);Mike Ditka Power Football (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Minnesota Fats - Pool Legend (USA);Minnesota Fats - Pool Legend (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Monopoly (USA);Monopoly (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mortal Kombat (World) (v1.1);Mortal Kombat (World) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mortal Kombat 3 (USA);Mortal Kombat 3 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mortal Kombat II (World);Mortal Kombat II (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mr. Nutz (Europe);Mr. Nutz (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ms. Pac-Man (USA, Europe);Ms. Pac-Man (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Muhammad Ali Heavyweight Boxing (USA);Muhammad Ali Heavyweight Boxing (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mutant League Football (USA, Europe);Mutant League Football (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mutant League Hockey (USA, Europe);Mutant League Hockey (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mystic Defender (USA, Europe) (Rev A);Mystic Defender (USA, Europe) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Mystical Fighter (USA);Mystical Fighter (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Action '94 (USA);NBA Action '94 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Action '95 Starring David Robinson (USA, Europe);NBA Action '95 Starring David Robinson (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA All-Star Challenge (USA, Europe);NBA All-Star Challenge (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Hang Time (USA);NBA Hang Time (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Jam (USA, Europe) (v1.1);NBA Jam (USA, Europe) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Jam Tournament Edition (World);NBA Jam Tournament Edition (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Live 95 (USA, Europe);NBA Live 95 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Live 96 (USA, Europe);NBA Live 96 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Live 97 (USA, Europe);NBA Live 97 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Live 98 (USA);NBA Live 98 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NBA Showdown '94 (USA, Europe);NBA Showdown '94 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NCAA Final Four Basketball (USA);NCAA Final Four Basketball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NCAA Football (USA);NCAA Football (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NFL '95 (USA, Europe);NFL '95 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NFL 98 (USA);NFL 98 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NFL Football '94 Starring Joe Montana (USA);NFL Football '94 Starring Joe Montana (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NFL Quarterback Club (World);NFL Quarterback Club (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NFL Quarterback Club 96 (USA, Europe);NFL Quarterback Club 96 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe);NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NHL '94 (USA, Europe);NHL '94 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NHL 95 (USA, Europe);NHL 95 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NHL 96 (USA, Europe);NHL 96 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NHL 97 (USA, Europe);NHL 97 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NHL 98 (USA);NHL 98 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NHL All-Star Hockey '95 (USA);NHL All-Star Hockey '95 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NHL Hockey (USA);NHL Hockey (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
NHLPA Hockey 93 (USA, Europe) (v1.1);NHLPA Hockey 93 (USA, Europe) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
New Horizons (USA);New Horizons (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Newman Haas Indy Car Featuring Nigel Mansell (World);Newman Haas Indy Car Featuring Nigel Mansell (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Nigel Mansell's World Championship Racing (USA);Nigel Mansell's World Championship Racing (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
No Escape (USA);No Escape (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Nobunaga's Ambition (USA);Nobunaga's Ambition (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Normy's Beach Babe-O-Rama (USA, Europe);Normy's Beach Babe-O-Rama (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Olympic Gold (USA);Olympic Gold (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Olympic Summer Games (USA, Europe);Olympic Summer Games (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Onslaught (USA, Europe);Onslaught (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ooze;Ooze;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ooze, The (Japan, USA);Ooze, The (Japan, USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Operation Europe - Path to Victory 1939-45 (USA);Operation Europe - Path to Victory 1939-45 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ottifants, The (Europe);Ottifants, The (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Out of This World;Out of This World;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Out of This World (USA);Out of This World (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
OutRun (USA, Europe);OutRun (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
OutRun 2019 (USA);OutRun 2019 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
OutRunners (USA);OutRunners (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Outlander (USA);Outlander (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
P.T.O - Pacific Theater of Operations (USA);P.T.O - Pacific Theater of Operations (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
PGA European Tour (USA, Europe);PGA European Tour (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
PGA Tour 96 (USA, Europe);PGA Tour 96 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
PGA Tour Golf (USA, Europe) (v1.2);PGA Tour Golf (USA, Europe) (v1.2);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
PGA Tour Golf II (USA, Europe) (v1.1);PGA Tour Golf II (USA, Europe) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
PGA Tour Golf III (USA, Europe);PGA Tour Golf III (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pac-Attack (USA);Pac-Attack (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pac-Man 2 - The New Adventures (USA);Pac-Man 2 - The New Adventures (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pac-Mania (USA, Europe);Pac-Mania (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pagemaster, The (USA);Pagemaster, The (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Panorama Cotton;Panorama Cotton;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Paperboy (USA, Europe);Paperboy (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Paperboy 2 (USA, Europe);Paperboy 2 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pat Riley Basketball (USA);Pat Riley Basketball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pebble Beach Golf Links (USA);Pebble Beach Golf Links (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pele II - World Tournament Soccer (USA, Europe);Pele II - World Tournament Soccer (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pele! (USA, Europe);Pele! (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pete Sampras Tennis (USA, Europe) (J-Cart);Pete Sampras Tennis (USA, Europe) (J-Cart);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Phantasy Star II (USA, Europe) (Rev A);Phantasy Star II (USA, Europe) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Phantasy Star III - Generations of Doom (USA, Europe);Phantasy Star III - Generations of Doom (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Phantasy Star IV (USA);Phantasy Star IV (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Phantom 2040 (USA);Phantom 2040 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Phelios (USA);Phelios (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pink Goes to Hollywood (USA);Pink Goes to Hollywood (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pinocchio (USA);Pinocchio (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pirates of Dark Water, The (USA, Europe);Pirates of Dark Water, The (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pirates! Gold (USA);Pirates! Gold (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pit-Fighter (World) (Rev A);Pit-Fighter (World) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pitfall - The Mayan Adventure (USA);Pitfall - The Mayan Adventure (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pitfall The Mayan Adventure;Pitfall The Mayan Adventure;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pocahontas (USA);Pocahontas (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Populous (USA);Populous (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Power Drive (Europe);Power Drive (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Power Monger (USA, Europe);Power Monger (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Powerball (USA);Powerball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Predator 2 (USA, Europe);Predator 2 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Premier Manager (Europe);Premier Manager (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Premier Manager 97 (Europe);Premier Manager 97 (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Primal Rage (USA, Europe);Primal Rage (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Prime Time NFL Starring Deion Sanders (USA);Prime Time NFL Starring Deion Sanders (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Prince of Persia (USA);Prince of Persia (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pro Quarterback (USA);Pro Quarterback (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Psycho Pinball (Europe);Psycho Pinball (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Puggsy;Puggsy;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Puggsy (USA);Puggsy (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Pulseman;Pulseman;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Punisher, The (USA);Punisher, The (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
QuackShot;QuackShot;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
QuackShot Starring Donald Duck (World) (v1.1);QuackShot Starring Donald Duck (World) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Quad Challenge (USA);Quad Challenge (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
R.B.I. Baseball '93 (USA);R.B.I. Baseball '93 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
R.B.I. Baseball '94 (USA, Europe);R.B.I. Baseball '94 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
R.B.I. Baseball 3 (USA);R.B.I. Baseball 3 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
R.B.I. Baseball 4 (USA);R.B.I. Baseball 4 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Race Drivin' (USA);Race Drivin' (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Radical Rex (USA);Radical Rex (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Raiden Trad (Japan, USA);Raiden Trad (Japan, USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rambo III (World) (v1.1);Rambo III (World) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rampart (USA);Rampart (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ranger X;Ranger X;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ranger X (USA);Ranger X (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rastan Saga II (USA);Rastan Saga II (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Red Zone (USA, Europe);Red Zone (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ren & Stimpy Show Presents Stimpy's Invention, The (USA);Ren & Stimpy Show Presents Stimpy's Invention, The (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Revenge of Shinobi, The (USA, Europe) (Rev B);Revenge of Shinobi, The (USA, Europe) (Rev B);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Revolution X (USA, Europe);Revolution X (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Richard Scarry's BusyTown (USA);Richard Scarry's BusyTown (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rings of Power (USA, Europe);Rings of Power (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rise of the Robots (Europe);Rise of the Robots (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Risk (USA);Risk (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Risky Woods (USA, Europe);Risky Woods (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ristar;Ristar;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ristar (USA, Europe);Ristar (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Road Rash (USA, Europe);Road Rash (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Road Rash 3 (USA, Europe);Road Rash 3 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Road Rash II (USA, Europe) (v1.2);Road Rash II (USA, Europe) (v1.2);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Road Rash III;Road Rash III;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
RoadBlasters (USA);RoadBlasters (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
RoboCop 3 (USA, Europe);RoboCop 3 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
RoboCop Versus The Terminator;RoboCop Versus The Terminator;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
RoboCop versus The Terminator (USA);RoboCop versus The Terminator (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rock n' Roll Racing (USA);Rock n' Roll Racing (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rocket Knight Adventures;Rocket Knight Adventures;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rocket Knight Adventures (USA);Rocket Knight Adventures (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Roger Clemens MVP Baseball (USA);Roger Clemens MVP Baseball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rolling Thunder 2 (USA);Rolling Thunder 2 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rolling Thunder 3;Rolling Thunder 3;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rolling Thunder 3 (USA);Rolling Thunder 3 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rolo to the Rescue (USA, Europe);Rolo to the Rescue (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Romance of the Three Kingdoms II (USA);Romance of the Three Kingdoms II (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Romance of the Three Kingdoms III - Dragon of Destiny (USA);Romance of the Three Kingdoms III - Dragon of Destiny (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Rugby World Cup 95 (USA, Europe);Rugby World Cup 95 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sagaia (USA);Sagaia (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Saint Sword (USA);Saint Sword (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sampras Tennis 96 (Europe) (J-Cart);Sampras Tennis 96 (Europe) (J-Cart);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Samurai Shodown (USA);Samurai Shodown (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Saturday Night Slammasters (USA);Saturday Night Slammasters (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Scooby-Doo Mystery (USA);Scooby-Doo Mystery (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
SeaQuest DSV (USA);SeaQuest DSV (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Second Samurai;Second Samurai;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Second Samurai (Europe);Second Samurai (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sega Sports 1 (Europe);Sega Sports 1 (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sensible Soccer (Europe);Sensible Soccer (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sensible Soccer - International Edition (Europe);Sensible Soccer - International Edition (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sesame Street Counting Cafe (USA);Sesame Street Counting Cafe (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shadow Blasters (USA);Shadow Blasters (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shadow Dancer  md;Shadow Dancer  md;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shadow Dancer - The Secret of Shinobi (World);Shadow Dancer - The Secret of Shinobi (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shadow of the Beast (USA, Europe);Shadow of the Beast (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shadow of the Beast I;Shadow of the Beast I;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shadow of the Beast II;Shadow of the Beast II;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shadow of the Beast II (USA, Europe);Shadow of the Beast II (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shadowrun (USA);Shadowrun (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shanghai II - Dragon's Eye (USA);Shanghai II - Dragon's Eye (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shaq-Fu;Shaq-Fu;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shaq-Fu (USA, Europe);Shaq-Fu (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shining Force (USA);Shining Force (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shining Force II (USA);Shining Force II (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shining in the Darkness (USA, Europe);Shining in the Darkness (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shinobi III;Shinobi III;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shinobi III - Return of the Ninja Master (USA);Shinobi III - Return of the Ninja Master (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shinobi Revenge;Shinobi Revenge;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Shove It! ...The Warehouse Game (USA);Shove It! ...The Warehouse Game (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Side Pocket (USA);Side Pocket (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Simpsons, The - Bart Vs. The Space Mutants (USA, Europe) (Rev A);Simpsons, The - Bart Vs. The Space Mutants (USA, Europe) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Simpsons, The - Bart's Nightmare (USA, Europe);Simpsons, The - Bart's Nightmare (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Skeleton Krew;Skeleton Krew;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Skeleton Krew (USA);Skeleton Krew (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Skitchin' (USA, Europe);Skitchin' (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Slaughter Sport (USA);Slaughter Sport (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Smurfs Travel the World, The (Europe);Smurfs Travel the World, The (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Smurfs, The (Europe) (Rev A);Smurfs, The (Europe) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Snake Rattle n Roll (Europe);Snake Rattle n Roll (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Socket (USA);Socket (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sol-Deace;Sol-Deace;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sol-Deace (USA);Sol-Deace (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Soldiers of Fortune;Soldiers of Fortune;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Soldiers of Fortune (USA);Soldiers of Fortune (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic & Knuckles (World);Sonic & Knuckles (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic & Knuckles + Sonic the Hedgehog (World);Sonic & Knuckles + Sonic the Hedgehog (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic & Knuckles + Sonic the Hedgehog 2 (World);Sonic & Knuckles + Sonic the Hedgehog 2 (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic & Knuckles + Sonic the Hedgehog 3 (World);Sonic & Knuckles + Sonic the Hedgehog 3 (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic 3D Blast (USA, Europe);Sonic 3D Blast (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic Classics (World) (v1.1);Sonic Classics (World) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic Knuckles I;Sonic Knuckles I;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic Knuckles II;Sonic Knuckles II;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic Knuckles III;Sonic Knuckles III;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic Spinball (USA);Sonic Spinball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic The Hedgehog I;Sonic The Hedgehog I;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic The Hedgehog II;Sonic The Hedgehog II;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic The Hedgehog III;Sonic The Hedgehog III;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic the Hedgehog (USA, Europe);Sonic the Hedgehog (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic the Hedgehog 2 (World) (Rev A);Sonic the Hedgehog 2 (World) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sonic the Hedgehog 3 (USA);Sonic the Hedgehog 3 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sorcerer's Kingdom (USA) (v1.1);Sorcerer's Kingdom (USA) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Space Harrier II (World);Space Harrier II (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Space Invaders '91 (USA);Space Invaders '91 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sparkster (USA);Sparkster (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Speedball 2;Speedball 2;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Speedball 2 - Brutal Deluxe (USA);Speedball 2 - Brutal Deluxe (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Spider-Man (USA, Europe) (Acclaim);Spider-Man (USA, Europe) (Acclaim);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Spider-Man (World) (Sega);Spider-Man (World) (Sega);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Spider-Man and Venom - Maximum Carnage (World);Spider-Man and Venom - Maximum Carnage (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Spider-Man and Venom - Separation Anxiety (USA, Europe);Spider-Man and Venom - Separation Anxiety (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Spider-Man and X-Men - Arcade's Revenge (USA, Europe);Spider-Man and X-Men - Arcade's Revenge (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Spiritual Warfare (USA) (Unl);Spiritual Warfare (USA) (Unl);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Spirou (Europe);Spirou (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Splatterhouse 2;Splatterhouse 2;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Splatterhouse 2 (USA);Splatterhouse 2 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Splatterhouse 3;Splatterhouse 3;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Splatterhouse 3 (USA);Splatterhouse 3 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sports Talk Baseball (USA);Sports Talk Baseball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Spot Goes to Hollywood (USA);Spot Goes to Hollywood (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Star Control (USA);Star Control (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
